country,region,year,Mobile cellular subscriptions (per 100 people),"Mobile cellular subscriptions, total number",High-technology exports (% of manufactured exports),Personal computers,PC per 100,Internet users (per 100 people),"Internet users, total number"
Cote d'Ivoire,Western Africa,2009,68.1358671042613,13184308,8.22725180975503,NA,NA,2,445050.598
Cote d'Ivoire,Western Africa,2010,79.0313206132396,15599044,NA,NA,NA,2.1,513182.8
Cote d'Ivoire,Western Africa,2011,86.4212306182923,17416379,NA,NA,NA,2.2,NA
Djibouti,Eastern Africa,1965,0,0,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1966,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1967,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1968,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1969,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1970,0,0,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1971,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1972,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1973,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1974,NA,NA,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1975,0,0,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1976,0,0,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1977,0,0,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1978,0,0,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1979,0,0,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1980,0,0,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1981,0,0,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1982,0,0,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1983,0,0,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1984,0,0,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1985,0,0,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1986,0,0,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1987,0,0,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1988,0,0,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1989,0,0,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1990,0,0,NA,1e3,0.18,0,0
Djibouti,Eastern Africa,1991,0,0,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1992,0,0,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1993,0,0,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1994,0,0,NA,NA,NA,NA,NA
Djibouti,Eastern Africa,1995,0,0,NA,4e3,0.66,0.016030830493204,100.439084447209
Djibouti,Eastern Africa,1996,0.017069242156683,110,NA,4500,0.72,0.031166240728043,200.845851773359
Djibouti,Eastern Africa,1997,0.030491697396189,203,NA,5e3,0.77,0.08294149759168,552.187167291493
Djibouti,Eastern Africa,1998,0.031933114639882,220,NA,5500,0.82,0.094696003974318,652.398649780669
Djibouti,Eastern Africa,1999,0.0393494413082,280,NA,6e3,0.87,0.10576190879093,752.573187240883
Djibouti,Eastern Africa,2e3,0.031423770032653,230,NA,6500,0.91,0.194500528399956,1423.6077175178
Djibouti,Eastern Africa,2001,0.40021131157251,3e3,NA,7e3,0.95,0.343526262964202,2575.08660823018
Djibouti,Eastern Africa,2002,1.96005921992256,15e3,NA,1e4,1.33,0.48697170451894,3726.71166949368
Djibouti,Eastern Africa,2003,2.95007952388282,23e3,NA,14500,1.9,0.625940229399888,4880.08040449328
Djibouti,Eastern Africa,2004,4.3442546532987,34482,NA,17e3,2.18,0.781317175068661,6201.61131904649
Djibouti,Eastern Africa,2005,5.449628695877,44053,NA,19e3,2.4,0.953611449300569,7708.68026436753
Djibouti,Eastern Africa,2006,5.44105613574171,44817,NA,NA,NA,1.27004115919322,10461.1004208659
Djibouti,Eastern Africa,2007,8.28384674305768,69539,NA,NA,NA,1.62,13599.1386
Djibouti,Eastern Africa,2008,13.1887858855869,112848,NA,NA,NA,2.26,19337.3736
Djibouti,Eastern Africa,2009,14.766365856735,128776,0.081599900219594,NA,NA,4,34883.6
Djibouti,Eastern Africa,2010,18.6350870244263,165613,NA,NA,NA,6.5,57766.54
Djibouti,Eastern Africa,2011,21.3180956840157,193049,NA,NA,NA,7,NA
Egypt,Northern Africa,1965,0,0,NA,NA,NA,NA,NA
Egypt,Northern Africa,1966,NA,NA,NA,NA,NA,NA,NA
Egypt,Northern Africa,1967,NA,NA,NA,NA,NA,NA,NA
Egypt,Northern Africa,1968,NA,NA,NA,NA,NA,NA,NA
Egypt,Northern Africa,1969,NA,NA,NA,NA,NA,NA,NA
Egypt,Northern Africa,1970,0,0,NA,NA,NA,NA,NA
Egypt,Northern Africa,1971,NA,NA,NA,NA,NA,NA,NA
Egypt,Northern Africa,1972,NA,NA,NA,NA,NA,NA,NA
Egypt,Northern Africa,1973,NA,NA,NA,NA,NA,NA,NA
Egypt,Northern Africa,1974,NA,NA,NA,NA,NA,NA,NA
Egypt,Northern Africa,1975,0,0,NA,NA,NA,NA,NA
Egypt,Northern Africa,1976,0,0,NA,NA,NA,NA,NA
Egypt,Northern Africa,1977,0,0,NA,NA,NA,NA,NA
Egypt,Northern Africa,1978,0,0,NA,NA,NA,NA,NA
Egypt,Northern Africa,1979,0,0,NA,NA,NA,NA,NA
Egypt,Northern Africa,1980,0,0,NA,NA,NA,NA,NA
Egypt,Northern Africa,1981,0,0,NA,NA,NA,NA,NA
Egypt,Northern Africa,1982,0,0,NA,NA,NA,NA,NA
Egypt,Northern Africa,1983,0,0,NA,NA,NA,NA,NA
Egypt,Northern Africa,1984,0,0,NA,NA,NA,NA,NA
Egypt,Northern Africa,1985,0,0,NA,NA,NA,NA,NA
Egypt,Northern Africa,1986,0,0,NA,NA,NA,NA,NA
Egypt,Northern Africa,1987,0.004941082063492,2627,NA,NA,NA,NA,NA
Egypt,Northern Africa,1988,0.00554986872108,3021,NA,NA,NA,NA,NA
Egypt,Northern Africa,1989,0.006501144778123,3619,NA,NA,NA,NA,NA
Egypt,Northern Africa,1990,0.007036892226917,4e3,NA,NA,NA,0,0
Egypt,Northern Africa,1991,0.00776499521521,4500,NA,NA,NA,NA,NA
Egypt,Northern Africa,1992,0.008326501636184,4913,NA,NA,NA,NA,NA
Egypt,Northern Africa,1993,0.011457766633867,6877,NA,NA,NA,9.75791364357e-4,585.674104484552
Egypt,Northern Africa,1994,0.012077254911233,7371,0.408099014698057,194e3,0.32,0.006383269603568,3895.84227489771
Egypt,Northern Africa,1995,0.011871652739334,7368,0.535078464098167,25e4,0.41,0.031319638236881,19438.1607680252
Egypt,Northern Africa,1996,0.011674495977519,7369,0.644084149528204,35e4,0.56,0.061466898937784,38798.2127146862
Egypt,Northern Africa,1997,0.101835544489787,65378,0.274283277777557,45e4,0.71,0.090480244709251,58087.9443247307
Egypt,Northern Africa,1998,0.139009509548279,90786,0.222071782363984,6e5,0.93,0.147987376854339,96649.3734044278
Egypt,Northern Africa,1999,0.723735672268513,480974,0.266107647776547,75e4,1.14,0.290445278316066,193021.613616086
Egypt,Northern Africa,2e3,2.01024653658203,1359900,0.309977485556606,8e5,1.19,0.641265037504813,433805.659471763
Egypt,Northern Africa,2001,4.05556657504746,2793800,0.903013999366031,1e6,1.46,0.838945611477604,577933.121297287
Egypt,Northern Africa,2002,6.40502111931275,4494700,0.77696067574854,112e4,1.6,2.71999971465421,1908749.79015964
Egypt,Northern Africa,2003,8.10861127543872,5797530,0.532870973507871,2e6,2.81,4.03788510706701,2887024.57789329
Egypt,Northern Africa,2004,10.4922235017427,7643060,0.576914412965293,23e5,3.17,5.1506662320737,3752002.71374076
Egypt,Northern Africa,2005,18.3679399875059,13629602,0.402611520063475,27e5,3.65,11.6983982081957,8680587.57398362
Egypt,Northern Africa,2006,23.8209269680299,18001106,0.553999986226965,316e4,4.19,12.5527999697616,9485956.74533332
Egypt,Northern Africa,2007,39.1123708779956,30093673,0.190126404980375,NA,NA,16.05,12349122.306
Egypt,Northern Africa,2008,52.7131301340247,41286662,0.97124854531745,NA,NA,18.01,14106025.9698
Egypt,Northern Africa,2009,69.4366150379742,55352233,0.835874211681505,NA,NA,24.28,19355094.0884
Egypt,Northern Africa,2010,87.1056051191234,70661005,0.876451031858656,NA,NA,30.2,21691775.9898
Egypt,Northern Africa,2011,101.076338461028,83425145,NA,NA,NA,35.62,NA
Equatorial Guinea,Middle Africa,1965,0,0,NA,NA,NA,NA,NA
Equatorial Guinea,Middle Africa,1966,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,Middle Africa,1967,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,Middle Africa,1968,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,Middle Africa,1969,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,Middle Africa,1970,0,0,NA,NA,NA,NA,NA
Equatorial Guinea,Middle Africa,1971,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,Middle Africa,1972,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,Middle Africa,1973,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,Middle Africa,1974,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,Middle Africa,1975,0,0,NA,NA,NA,NA,NA
Equatorial Guinea,Middle Africa,1976,0,0,NA,NA,NA,NA,NA
Equatorial Guinea,Middle Africa,1977,0,0,NA,NA,NA,NA,NA
Equatorial Guinea,Middle Africa,1978,0,0,NA,NA,NA,NA,NA
Equatorial Guinea,Middle Africa,1979,0,0,NA,NA,NA,NA,NA
Equatorial Guinea,Middle Africa,1980,0,0,NA,NA,NA,NA,NA
Equatorial Guinea,Middle Africa,1981,0,0,NA,NA,NA,NA,NA
Equatorial Guinea,Middle Africa,1982,0,0,NA,NA,NA,NA,NA
Equatorial Guinea,Middle Africa,1983,0,0,NA,NA,NA,NA,NA
Equatorial Guinea,Middle Africa,1984,0,0,NA,NA,NA,NA,NA
Equatorial Guinea,Middle Africa,1985,0,0,NA,NA,NA,NA,NA
Equatorial Guinea,Middle Africa,1986,0,0,NA,NA,NA,NA,NA
Equatorial Guinea,Middle Africa,1987,0,0,NA,NA,NA,NA,NA
Equatorial Guinea,Middle Africa,1988,0,0,NA,NA,NA,NA,NA
Equatorial Guinea,Middle Africa,1989,0,0,NA,NA,NA,NA,NA
Equatorial Guinea,Middle Africa,1990,0,0,NA,NA,NA,0,0
Equatorial Guinea,Middle Africa,1991,0,0,NA,NA,NA,NA,NA
Equatorial Guinea,Middle Africa,1992,0,0,NA,NA,NA,NA,NA
Equatorial Guinea,Middle Africa,1993,0,0,NA,NA,NA,NA,NA
Equatorial Guinea,Middle Africa,1994,0,0,NA,NA,NA,NA,NA
Equatorial Guinea,Middle Africa,1995,0,0,NA,NA,NA,NA,NA
Equatorial Guinea,Middle Africa,1996,0.013338552132966,61,NA,NA,NA,NA,NA
Equatorial Guinea,Middle Africa,1997,0.063493944794132,300,NA,NA,NA,0.041462292118433,195.903525538699
Equatorial Guinea,Middle Africa,1998,0.060855792262504,297,NA,970,0.23,0.094423773897251,460.824841890404
Equatorial Guinea,Middle Africa,1999,0.119047382842494,600,NA,1e3,0.23,0.097415944652157,490.977335206317
Equatorial Guinea,Middle Africa,2e3,0.9608363119259,5e3,NA,2e3,0.45,0.132354665123789,688.747206371175
Equatorial Guinea,Middle Africa,2001,2.79228213218664,15e3,NA,2500,0.54,0.16526042288306,887.770728706654
Equatorial Guinea,Middle Africa,2002,5.77170386108952,32e3,NA,3500,0.74,0.321197997152044,1780.81484363011
Equatorial Guinea,Middle Africa,2003,7.25525743926126,41500,NA,5e3,1.04,0.520524272046806,2977.39363086501
Equatorial Guinea,Middle Africa,2004,10.4951898459462,61900,NA,7e3,1.42,0.843930284607049,4977.4501827953
Equatorial Guinea,Middle Africa,2005,15.9443445294773,96900,NA,9e3,1.79,1.14978967061811,6987.7202463178
Equatorial Guinea,Middle Africa,2006,19.1761601976423,12e4,NA,NA,NA,1.27919359635686,8004.89931147405
Equatorial Guinea,Middle Africa,2007,23.2942404214083,15e4,NA,NA,NA,1.55712305943539,10026.8759440059
Equatorial Guinea,Middle Africa,2008,27.1769080831674,18e4,NA,NA,NA,1.82,12054.3514
Equatorial Guinea,Middle Africa,2009,29.3636170103433,2e5,NA,NA,NA,2.13,14507.7495
Equatorial Guinea,Middle Africa,2010,57.0087706899333,399290,NA,NA,NA,6,42024.06
Equatorial Guinea,Middle Africa,2011,59.1491683710236,426e3,NA,NA,NA,NA,NA
Eritrea,Eastern Africa,1965,0,0,NA,NA,NA,NA,NA
Eritrea,Eastern Africa,1966,NA,NA,NA,NA,NA,NA,NA
Eritrea,Eastern Africa,1967,NA,NA,NA,NA,NA,NA,NA
Eritrea,Eastern Africa,1968,NA,NA,NA,NA,NA,NA,NA
Eritrea,Eastern Africa,1969,NA,NA,NA,NA,NA,NA,NA
Eritrea,Eastern Africa,1970,0,0,NA,NA,NA,NA,NA
Eritrea,Eastern Africa,1971,NA,NA,NA,NA,NA,NA,NA
Eritrea,Eastern Africa,1972,NA,NA,NA,NA,NA,NA,NA
Eritrea,Eastern Africa,1973,NA,NA,NA,NA,NA,NA,NA
Eritrea,Eastern Africa,1974,NA,NA,NA,NA,NA,NA,NA
Eritrea,Eastern Africa,1975,0,0,NA,NA,NA,NA,NA
Eritrea,Eastern Africa,1976,0,0,NA,NA,NA,NA,NA
Eritrea,Eastern Africa,1977,0,0,NA,NA,NA,NA,NA
Eritrea,Eastern Africa,1978,0,0,NA,NA,NA,NA,NA
Eritrea,Eastern Africa,1979,0,0,NA,NA,NA,NA,NA
Eritrea,Eastern Africa,1980,0,0,NA,NA,NA,NA,NA
Eritrea,Eastern Africa,1981,0,0,NA,NA,NA,NA,NA
Eritrea,Eastern Africa,1982,0,0,NA,NA,NA,NA,NA
Eritrea,Eastern Africa,1983,0,0,NA,NA,NA,NA,NA
Eritrea,Eastern Africa,1984,0,0,NA,NA,NA,NA,NA
Eritrea,Eastern Africa,1985,0,0,NA,NA,NA,NA,NA
Eritrea,Eastern Africa,1986,0,0,NA,NA,NA,NA,NA
Eritrea,Eastern Africa,1987,0,0,NA,NA,NA,NA,NA
Eritrea,Eastern Africa,1988,0,0,NA,NA,NA,NA,NA
Eritrea,Eastern Africa,1989,0,0,NA,NA,NA,NA,NA
Eritrea,Eastern Africa,1990,0,0,NA,NA,NA,0,0
Eritrea,Eastern Africa,1991,0,0,NA,NA,NA,NA,NA
Eritrea,Eastern Africa,1992,0,0,NA,NA,NA,NA,NA
Eritrea,Eastern Africa,1993,0,0,NA,NA,NA,0,0
Eritrea,Eastern Africa,1994,0,0,NA,NA,NA,0,0
Eritrea,Eastern Africa,1995,0,0,NA,NA,NA,0,0
Eritrea,Eastern Africa,1996,0,0,NA,NA,NA,0,0
Eritrea,Eastern Africa,1997,0,0,NA,NA,NA,0.009017718012351,300.755053529174
Eritrea,Eastern Africa,1998,0,0,NA,NA,NA,0.00877423626854,300.803983269286
Eritrea,Eastern Africa,1999,0,0,NA,5600,0.16,0.025495028469448,902.494688535736
Eritrea,Eastern Africa,2e3,0,0,0,6160,0.17,0.136711941104496,5014.01434108262
Eritrea,Eastern Africa,2001,0,0,0,7e3,0.19,0.157815289303043,6016.6652945504
Eritrea,Eastern Africa,2002,0,0,NA,1e4,0.26,0.227090137626716,9024.50075494854
Eritrea,Eastern Africa,2003,0,0,18.2138857684835,12e3,0.3,0.725623231746887,30080.7110720672
Eritrea,Eastern Africa,2004,0.463140607404275,2e4,NA,15e3,0.35,1.1610256686521,50137.0706904411
Eritrea,Eastern Africa,2005,0.901395515759041,40438,NA,25e3,0.57,1.78846005094428,80233.0899984396
Eritrea,Eastern Africa,2006,1.33444199613546,61996,NA,3e4,0.66,2.15938321105466,100321.424190965
Eritrea,Eastern Africa,2007,1.75777696688653,84348,NA,NA,NA,2.5098464413201,120436.512493074
Eritrea,Eastern Africa,2008,2.19566526347235,108631,NA,NA,NA,4.06,200869.3526
Eritrea,Eastern Africa,2009,2.76834161174641,141130,NA,NA,NA,4.93,NA
Eritrea,Eastern Africa,2010,3.52657834247868,185275,NA,NA,NA,5.4,283698.504
Eritrea,Eastern Africa,2011,4.46770988757737,241939,NA,NA,NA,6.2,NA
Ethiopia,Eastern Africa,1965,0,0,NA,NA,NA,NA,NA
Ethiopia,Eastern Africa,1966,NA,NA,NA,NA,NA,NA,NA
Ethiopia,Eastern Africa,1967,NA,NA,NA,NA,NA,NA,NA
Ethiopia,Eastern Africa,1968,NA,NA,NA,NA,NA,NA,NA
Ethiopia,Eastern Africa,1969,NA,NA,NA,NA,NA,NA,NA
Ethiopia,Eastern Africa,1970,0,0,NA,NA,NA,NA,NA
Ethiopia,Eastern Africa,1971,NA,NA,NA,NA,NA,NA,NA
Ethiopia,Eastern Africa,1972,NA,NA,NA,NA,NA,NA,NA
Ethiopia,Eastern Africa,1973,NA,NA,NA,NA,NA,NA,NA
Ethiopia,Eastern Africa,1974,NA,NA,NA,NA,NA,NA,NA
Ethiopia,Eastern Africa,1975,0,0,NA,NA,NA,NA,NA
Ethiopia,Eastern Africa,1976,0,0,NA,NA,NA,NA,NA
Ethiopia,Eastern Africa,1977,0,0,NA,NA,NA,NA,NA
Ethiopia,Eastern Africa,1978,0,0,NA,NA,NA,NA,NA
Ethiopia,Eastern Africa,1979,0,0,NA,NA,NA,NA,NA
Ethiopia,Eastern Africa,1980,0,0,NA,NA,NA,NA,NA
Ethiopia,Eastern Africa,1981,0,0,NA,NA,NA,NA,NA
Ethiopia,Eastern Africa,1982,0,0,NA,NA,NA,NA,NA
Ethiopia,Eastern Africa,1983,0,0,NA,NA,NA,NA,NA
Ethiopia,Eastern Africa,1984,0,0,NA,NA,NA,NA,NA
Ethiopia,Eastern Africa,1985,0,0,NA,NA,NA,NA,NA
Ethiopia,Eastern Africa,1986,0,0,NA,NA,NA,NA,NA
Ethiopia,Eastern Africa,1987,0,0,NA,NA,NA,NA,NA
Ethiopia,Eastern Africa,1988,0,0,NA,NA,NA,NA,NA
Ethiopia,Eastern Africa,1989,0,0,NA,NA,NA,NA,NA
Ethiopia,Eastern Africa,1990,0,0,NA,NA,NA,0,0
Ethiopia,Eastern Africa,1991,0,0,NA,NA,NA,NA,NA
Ethiopia,Eastern Africa,1992,0,0,NA,NA,NA,NA,NA
Ethiopia,Eastern Africa,1993,0,0,NA,NA,NA,NA,NA
Ethiopia,Eastern Africa,1994,0,0,NA,NA,NA,NA,NA
Ethiopia,Eastern Africa,1995,0,0,0.317521353930046,NA,NA,1.7549122539e-5,10.0104050502444
Ethiopia,Eastern Africa,1996,0,0,NA,NA,NA,0.001703448288667,1001.19113621585
Ethiopia,Eastern Africa,1997,0,0,0.336564551663123,NA,NA,0.004966720489361,3003.95892323486
Ethiopia,Eastern Africa,1998,0,0,0.212903748769941,35e3,0.05,0.009663517449808,6008.2118638585
Ethiopia,Eastern Africa,1999,0.010552882419628,6740,0.190136730658702,45e3,0.07,0.012541598915904,8010.16948089695
Ethiopia,Eastern Africa,2e3,0.027077721019324,17757,0.132223949468632,6e4,0.09,0.015263767208257,10009.6575381503
Ethiopia,Eastern Africa,2001,0.040859547593283,27500,0.133010542185459,75e3,0.11,0.037162381068674,25011.6689876556
Ethiopia,Eastern Africa,2002,0.07295555030036,50369,0.126402978109129,1e5,0.14,0.07240226186983,49987.0059660622
Ethiopia,Eastern Africa,2003,0.072507899100153,51324,0.213182418943246,15e4,0.2,0.105811658802603,74897.7372642336
Ethiopia,Eastern Africa,2004,0.214450914712419,155534,16.3219122083383,225e3,0.3,0.155334520794722,112658.877625609
Ethiopia,Eastern Africa,2005,0.552933815277932,410630,1.45223645546138,3e5,0.39,0.219659818999505,163127.862654644
Ethiopia,Eastern Africa,2006,1.14049373469958,866700,0.425913750936054,436e3,0.55,0.310592656856176,236029.929413121
Ethiopia,Eastern Africa,2007,1.55496953129628,1208498,2.52561649949539,NA,NA,0.37,287558.2132
Ethiopia,Eastern Africa,2008,2.46018262950278,1954527,2.6242002450895,NA,NA,0.45,357508.8855
Ethiopia,Eastern Africa,2009,4.99053484065595,4051703,3.08919046425192,NA,NA,0.54,438413.8554
Ethiopia,Eastern Africa,2010,8.26285464316192,6854e3,3.03116915235526,NA,NA,0.75,622121.5575
Ethiopia,Eastern Africa,2011,16.6717201124617,14126659,NA,NA,NA,1.1,NA
Gabon,Middle Africa,1965,0,0,NA,NA,NA,NA,NA
Gabon,Middle Africa,1966,NA,NA,NA,NA,NA,NA,NA
Gabon,Middle Africa,1967,NA,NA,NA,NA,NA,NA,NA
Gabon,Middle Africa,1968,NA,NA,NA,NA,NA,NA,NA
Gabon,Middle Africa,1969,NA,NA,NA,NA,NA,NA,NA
Gabon,Middle Africa,1970,0,0,NA,NA,NA,NA,NA
Gabon,Middle Africa,1971,NA,NA,NA,NA,NA,NA,NA
Gabon,Middle Africa,1972,NA,NA,NA,NA,NA,NA,NA
Gabon,Middle Africa,1973,NA,NA,NA,NA,NA,NA,NA
Gabon,Middle Africa,1974,NA,NA,NA,NA,NA,NA,NA
Gabon,Middle Africa,1975,0,0,NA,NA,NA,NA,NA
Gabon,Middle Africa,1976,0,0,NA,NA,NA,NA,NA
Gabon,Middle Africa,1977,0,0,NA,NA,NA,NA,NA
Gabon,Middle Africa,1978,0,0,NA,NA,NA,NA,NA
Gabon,Middle Africa,1979,0,0,NA,NA,NA,NA,NA
Gabon,Middle Africa,1980,0,0,NA,NA,NA,NA,NA
Gabon,Middle Africa,1981,0,0,NA,NA,NA,NA,NA
Gabon,Middle Africa,1982,0,0,NA,NA,NA,NA,NA
Gabon,Middle Africa,1983,0,0,NA,NA,NA,NA,NA
Gabon,Middle Africa,1984,0,0,NA,NA,NA,NA,NA
Gabon,Middle Africa,1985,0,0,NA,NA,NA,NA,NA
Gabon,Middle Africa,1986,0,0,NA,NA,NA,NA,NA
Gabon,Middle Africa,1987,0,0,NA,NA,NA,NA,NA
Gabon,Middle Africa,1988,0,0,NA,NA,NA,NA,NA
Gabon,Middle Africa,1989,0,0,NA,NA,NA,NA,NA
Gabon,Middle Africa,1990,0,0,NA,NA,NA,0,0
Gabon,Middle Africa,1991,0,0,NA,NA,NA,NA,NA
Gabon,Middle Africa,1992,0.028246051353339,280,NA,NA,NA,NA,NA
Gabon,Middle Africa,1993,0.117241197384349,1200,44.575366454461,1e3,0.09,NA,NA
Gabon,Middle Africa,1994,0.244480712925082,2581,35.2019145567062,3e3,0.28,NA,NA
Gabon,Middle Africa,1995,0.367874613616695,4e3,NA,6e3,0.54,NA,NA
Gabon,Middle Africa,1996,0.608112035699754,6800,27.2582357935086,7e3,0.61,0,0
Gabon,Middle Africa,1997,0.827226370931788,9500,25.3649175192553,8500,0.72,0.047999008602295,551.228294630133
Gabon,Middle Africa,1998,0.822964914901998,9694,39.7699951720901,1e4,0.82,0.170124880168288,2003.96220845912
Gabon,Middle Africa,1999,0.736703947924452,8891,39.8528271689837,11e3,0.88,0.249009564457371,3005.20180980151
Gabon,Middle Africa,2e3,9.7144439209438591,12e4,5.19428557427857,12e3,0.94,1.21614061828589,15022.6688611248
Gabon,Middle Africa,2001,11.8749332035007,15e4,2.63171343590548,2e4,1.54,1.34762022159633,17022.6669721273
Gabon,Middle Africa,2002,21.6413851031978,279289,4.42244696136638,25e3,1.89,1.93953010616212,25030.2566696561
Gabon,Middle Africa,2003,22.7706750138901,3e5,4.78024039396174,3e4,2.24,2.65958659385985,35039.6278402485
Gabon,Middle Africa,2004,36.4066030289301,489367,13.798118269303,4e4,2.94,2.97906980035019,40043.7923260652
Gabon,Middle Africa,2005,53.7443944061882,736690,10.904241657255,45e3,3.25,4.89326474972412,67073.3989712459
Gabon,Middle Africa,2006,64.2708375083739,897987,32.0675519676534,47e3,3.34,5.48920080280135,76694.6744806762
Gabon,Middle Africa,2007,82.1136286848403,1169e3,18.212661043175,NA,NA,5.76700457562583,82101.2109303022
Gabon,Middle Africa,2008,89.6360088532796,13e5,17.401723463797,NA,NA,6.21,90064.251
Gabon,Middle Africa,2009,92.9263614422604,1373e3,2.99771666419808,NA,NA,6.7,98993.438
Gabon,Middle Africa,2010,106.943843854017,161e4,NA,NA,NA,7.23,108844.9749
Gabon,Middle Africa,2011,117.320249083924,18e5,NA,NA,NA,8,NA
Gambia,Western Africa,1965,0,0,NA,NA,NA,NA,NA
Gambia,Western Africa,1966,NA,NA,NA,NA,NA,NA,NA
Gambia,Western Africa,1967,NA,NA,NA,NA,NA,NA,NA
Gambia,Western Africa,1968,NA,NA,NA,NA,NA,NA,NA
Gambia,Western Africa,1969,NA,NA,NA,NA,NA,NA,NA
Gambia,Western Africa,1970,0,0,NA,NA,NA,NA,NA
Gambia,Western Africa,1971,NA,NA,NA,NA,NA,NA,NA
Gambia,Western Africa,1972,NA,NA,NA,NA,NA,NA,NA
Gambia,Western Africa,1973,NA,NA,NA,NA,NA,NA,NA
Gambia,Western Africa,1974,NA,NA,NA,NA,NA,NA,NA
Gambia,Western Africa,1975,0,0,NA,NA,NA,NA,NA
Gambia,Western Africa,1976,0,0,NA,NA,NA,NA,NA
Gambia,Western Africa,1977,0,0,NA,NA,NA,NA,NA
Gambia,Western Africa,1978,0,0,NA,NA,NA,NA,NA
Gambia,Western Africa,1979,0,0,NA,NA,NA,NA,NA
Gambia,Western Africa,1980,0,0,NA,NA,NA,NA,NA
Gambia,Western Africa,1981,0,0,NA,NA,NA,NA,NA
Gambia,Western Africa,1982,0,0,NA,NA,NA,NA,NA
Gambia,Western Africa,1983,0,0,NA,NA,NA,NA,NA
Gambia,Western Africa,1984,0,0,NA,NA,NA,NA,NA
Gambia,Western Africa,1985,0,0,NA,NA,NA,NA,NA
Gambia,Western Africa,1986,0,0,NA,NA,NA,NA,NA
Gambia,Western Africa,1987,0,0,NA,NA,NA,NA,NA
Gambia,Western Africa,1988,0,0,NA,NA,NA,NA,NA
Gambia,Western Africa,1989,0,0,NA,NA,NA,NA,NA
Gambia,Western Africa,1990,0,0,NA,NA,NA,0,0
Gambia,Western Africa,1991,0,0,NA,NA,NA,NA,NA
Gambia,Western Africa,1992,0.019734016414058,204,NA,NA,NA,NA,NA
Gambia,Western Africa,1993,0.042930066264483,457,NA,NA,NA,NA,NA
Gambia,Western Africa,1994,0.074157011947316,812,NA,300,0.03,NA,NA
Gambia,Western Africa,1995,0.128043133309595,1442,6.17116881617649,650,0.06,0.00921754134989,103.806383700437
Gambia,Western Africa,1996,0.267286421228205,3096,4.33885845748889,2e3,0.17,0.035507360231934,411.284594155311
Gambia,Western Africa,1997,0.397429385764237,4734,4.82963104484631,3e3,0.25,0.051311346991274,611.197675253906
Gambia,Western Africa,1998,0.412066831885222,5048,18.7025522245198,4e3,0.32,0.206094460510653,2524.74782281812
Gambia,Western Africa,1999,0.421095896715262,5307,2.14331368811368,1e4,0.78,0.715827014834322,9021.44617736444
Gambia,Western Africa,2e3,0.431737651532206,5600,3.08556554256592,15e3,1.14,0.921794919066406,11956.4544080233
Gambia,Western Africa,2001,4.12413508086554,55085,10.4158003090651,17e3,1.25,1.33679116648397,17855.1720450231
Gambia,Western Africa,2002,7.26725701017779,1e5,2.64999614027421,19e3,1.36,1.79677988296495,24724.3200625567
Gambia,Western Africa,2003,10.5302655206804,149300,2.64310342188863,21e3,1.46,2.436781193062,34549.1223758477
Gambia,Western Africa,2004,11.9822553069409,175e3,0.368095952559381,23e3,1.56,3.30800347812937,48313.159237836
Gambia,Western Africa,2005,16.4581778811687,247478,5.92946190878143,25e3,1.65,3.79900113882231,57124.7443442205
