country,region,year,Arms exports (constant 1990 US$),Arms imports (constant 1990 US$),"Car mortality per 100,000, age adjusted",Homicide 0-14 all age adj,Homicide 15-29 all,Homicide 30-44 all age adj,Homicide 45-59 all age adj,Homicide 60+ all age adj,"Murder per 100,000, age adjusted",% of total labor force),"Armed forces personnel, total",Food suppy (Kilocalories/person &day),"Motor vehicles (not 2-wheelers) per 1,000 population",Patent application (total),Patents granted (total),Patents in force (total),Private expenditure on health as percentage of total expenditure on health,Poverty headcount ratio at national poverty line (% of population),Medical doctor per 1000 people,Air accidents affected,Air accidents killed,Average age of billionaires,Cross sectors aid (% of total aid),Drought affected,Drought killed,Earthquake affected,Earthquake killed,Billionaires per million inhabitants,Total number of billionaires,Out-of-pocket expenditure as percentage of total health expenditure,Per capita government expenditure on health (PPP int. $),Per capita government expenditure on health at average exchange rate (US$),Per capita total expenditure on health (PPP int. $),Poverty headcount ratio at rural poverty line (% of rural population),Poverty headcount ratio at urban poverty line (% of urban population),Storm affected,Storm killed,Democracy score (based on PolityIV),Military expenditure (% of GDP),"Roads, paved (% of total roads)","Services, etc., value added (% of GDP)","War, age-adjusted mortality due to"
Mauritius,Eastern Africa,1967,NA,NA,NA,0,1.818764,6.30469,3.89711,1.912939,2.643501,NA,NA,2286.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mauritius,Eastern Africa,1968,NA,0,NA,0.2902521,7.416376,14.57596,11.24335,13.06615,8.366676,NA,NA,2279.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA
Mauritius,Eastern Africa,1969,NA,NA,NA,0.6234502,1.508608,6.489461,2.402094,9.507728,3.437795,NA,NA,2217.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA
Mauritius,Eastern Africa,1970,NA,NA,NA,0,2.973359,4.028755,5.899856,7.561617,3.436134,NA,NA,2349.86,NA,NA,NA,NA,NA,NA,0.239700004,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,9,NA,NA,NA,NA
Mauritius,Eastern Africa,1971,NA,0,NA,0,4.688699,3.298975,5.457745,1.903749,2.956692,NA,NA,2374.2,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,9,NA,NA,NA,NA
Mauritius,Eastern Africa,1972,NA,NA,NA,0,1.43925,3.380712,1.209375,2.124924,1.522529,NA,NA,2376.9,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25018,2,9,NA,NA,NA,NA
Mauritius,Eastern Africa,1973,NA,NA,NA,1.313622,0.552251,3.303824,4.210831,5.251266,2.483271,NA,NA,2381.96,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,9,NA,NA,NA,NA
Mauritius,Eastern Africa,1974,NA,2e6,NA,0.3367356,4.558256,4.109789,10.37216,1.793387,3.956586,NA,NA,2423.27,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,9,NA,NA,NA,NA
Mauritius,Eastern Africa,1975,NA,NA,NA,0.6331573,2.087145,3.975192,3.176448,0,2.034579,NA,NA,2475.71,NA,NA,NA,NA,NA,NA,0.235400006,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,826267,9,9,NA,NA,NA,NA
Mauritius,Eastern Africa,1976,NA,NA,NA,0,0.8225622,1.598173,3.215773,6.712431,1.858171,NA,NA,2485.34,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,9,NA,NA,50.791066,NA
Mauritius,Eastern Africa,1977,NA,NA,NA,0,1.057882,1.468644,0.9197081,0,0.7206501,NA,NA,2541.92,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,9,NA,NA,53.452299,NA
Mauritius,Eastern Africa,1978,NA,NA,NA,0.284758,0.4004506,2.46794,0.9000353,5.846107,1.541333,NA,NA,2600.87,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,9,NA,NA,54.727658,NA
Mauritius,Eastern Africa,1979,NA,2e6,NA,0,3.95896,3.605304,6.025015,0,2.705578,NA,NA,2660.84,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105262,5,9,NA,NA,53.903053,NA
Mauritius,Eastern Africa,1980,NA,NA,NA,0.3094031,1.719397,2.829488,4.763662,0,1.868162,NA,NA,2622.02,NA,NA,NA,NA,NA,NA,0.520699978,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,9,NA,NA,60.660827,NA
Mauritius,Eastern Africa,1981,NA,NA,NA,0,1.07707,1.433907,2.038407,0,0.8964615,NA,NA,2684.18,NA,NA,NA,NA,NA,NA,0.551500022,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,9,NA,NA,59.654477,NA
Mauritius,Eastern Africa,1982,NA,NA,NA,0.3168376,0.6502471,2.430653,2.077859,5.500865,1.749983,NA,NA,2635.04,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32500,0,10,NA,NA,58.844646,NA
Mauritius,Eastern Africa,1983,NA,NA,NA,0,1.973063,2.135738,1.045383,1.267516,1.259756,NA,NA,2602.7,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,352,1,10,NA,NA,60.497057,NA
Mauritius,Eastern Africa,1984,NA,NA,NA,0,1.362476,1.595843,2.840385,5.727387,1.813111,NA,NA,2650.37,NA,10,13,186,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10,NA,NA,57.775192,NA
Mauritius,Eastern Africa,1985,NA,1e6,NA,0.3010314,0.6806814,0,0.8583469,2.203598,0.6463649,0.2482643,1e3,2686.67,NA,9,4,187,NA,NA,0.528500021,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10,NA,NA,53.987789,NA
Mauritius,Eastern Africa,1986,NA,NA,NA,0,0.3403407,2.429667,0,1.33777,0.7620261,NA,NA,2755.77,NA,21,9,176,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10,NA,NA,51.581262,NA
Mauritius,Eastern Africa,1987,NA,NA,NA,1.081021,2.578027,4.273097,0.8765969,1.285362,2.122602,NA,NA,2758.53,NA,5,5,154,NA,NA,NA,159,159,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10,NA,NA,51.605597,NA
Mauritius,Eastern Africa,1988,NA,NA,NA,0.6160263,1.724736,3.911312,2.563045,6.201854,2.569857,NA,NA,2744.71,NA,16,2,203,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10,0.21872341,NA,53.034165,NA
Mauritius,Eastern Africa,1989,NA,NA,NA,2.061092,1.918713,2.747218,5.299037,3.238602,2.829672,0.2286869,1e3,2759.33,NA,11,6,209,NA,NA,0.85799998,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4508,1,10,0.28880293,NA,54.037162,NA
Mauritius,Eastern Africa,1990,NA,6e6,NA,0.3367356,1.31081,3.502512,5.094274,4.833872,2.548236,0.2246254,1e3,2734.48,NA,4,13,212,NA,NA,0.810800016,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10,0.34736308,93,54.355828,NA
Mauritius,Eastern Africa,1991,NA,NA,NA,1.383564,2.994259,5.512188,2.612804,4.360966,3.212855,0.2206129,1e3,2763.26,NA,10,11,142,NA,NA,0.835099995,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7500,0,10,0.36675164,93,55.227296,NA
Mauritius,Eastern Africa,1992,NA,NA,NA,1.278978,4.510571,2.511396,5.115659,3.519943,3.217462,0.216362,1e3,2774.44,NA,12,9,120,NA,NA,0.84740001,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10,0.35472356,93,55.196117,NA
Mauritius,Eastern Africa,1993,NA,5e6,NA,0.9127535,1.772699,3.083767,2.381092,6.653233,2.507493,0.2120693,1e3,2768.09,NA,6,4,119,NA,NA,0.844099998,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10,0.32990736,93,56.353457,NA
Mauritius,Eastern Africa,1994,NA,NA,NA,0.6526775,0.6445692,3.394515,2.958831,4.216563,2.02928,0.2079543,1e3,2810.39,NA,17,3,116,NA,NA,0.845499992,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2302,2,10,0.33330431,93,57.785668,NA
Mauritius,Eastern Africa,1995,NA,NA,NA,0.3400209,1.683365,2.563972,0.8130753,1.105706,1.312297,0.3692184,1800,2808.57,NA,7,3,114,45.312525,NA,0.85,0,0,NA,NA,0,0,NA,NA,NA,NA,33.642236,116.0855853,70.3280372,212.27088166,NA,NA,0,0,10,0.33311189,93,57.587892,NA
Mauritius,Eastern Africa,1996,NA,3e7,NA,1.397832,2.399373,4.043993,4.617808,1.001973,2.675642,0.363432,1800,2813.75,NA,22,4,136,45.933436,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,34.000068,118.6727481,73.2233486,219.4937875,NA,NA,3,3,10,0.29357848,95,57.960864,NA
Mauritius,Eastern Africa,1997,NA,1e6,NA,0,2.056767,3.292272,1.2955,2.776752,1.747284,0.3568317,1800,2806.27,NA,15,1,113,45.769276,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,33.852629,126.947282,68.8556093,234.08738081,NA,NA,0,0,10,0.23362722,95,59.685839,NA
Mauritius,Eastern Africa,1998,NA,NA,NA,1.042366,1.355018,3.571171,6.471468,1.002601,2.520509,0.3516186,1800,2852.37,NA,15,3,96,45.268492,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,33.354308,138.3096089,69.4480148,252.70564153,NA,NA,0,0,10,0.20291578,96,59.866529,NA
Mauritius,Eastern Africa,1999,NA,NA,NA,1.7528,1.323751,5.329609,2.292021,5.251254,2.914178,0.3452186,1800,2839.96,NA,NA,NA,NA,45.979006,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,33.600492,137.431948,68.2119383,254.40470236,NA,NA,1e3,0,10,0.21096145,96,62.666846,NA
Mauritius,Eastern Africa,2e3,NA,NA,0.113,0.7079449,2.429859,2.773695,5.135201,5.80083,2.887276,0.3406034,1800,2856.13,NA,NA,NA,NA,47.951583,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,35.778419,158.5818932,75.4616297,304.68149039,NA,NA,0,0,10,0.20450537,97,62.062975,NA
Mauritius,Eastern Africa,2001,NA,NA,0.119,0,2.039445,4.431659,3.199122,1.84562,2.178728,0.298034,1600,2905.15,NA,NA,NA,NA,48.157197,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,35.638091,167.5634783,75.2503167,323.21454164,NA,NA,0,0,10,0.19826528,98,61.50042,NA
Mauritius,Eastern Africa,2002,NA,NA,NA,1.003557,2.675067,3.434907,1.999824,3.730083,2.418501,0.3720078,2e3,2914.52,116,NA,NA,NA,48.523311,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,36.301585,187.2246579,85.1441194,363.70765652,NA,NA,1053,3,10,0.19952682,98,63.111321,0
Mauritius,Eastern Africa,2003,NA,NA,NA,1.066022,2.58844,4.167491,2.030519,4.724792,2.693497,0.3707845,2e3,2920,122,NA,NA,NA,45.757164,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,36.423676,196.9142992,99.5163468,363.02360797,NA,NA,0,0,10,0.19422102,100,63.435421,NA
Mauritius,Eastern Africa,2004,NA,6e6,NA,0,2.656495,7.851264,1.945546,1.014204,2.761122,0,0,2940.19,130,NA,NA,NA,45.270001,NA,1.06,0,0,0,NA,0,0,NA,NA,0,0,36.579541,227.6391728,120.4216972,415.93125945,NA,NA,0,0,10,0.17141519,100,64.415569,0
Mauritius,Eastern Africa,2005,NA,NA,NA,2.133521,3.305168,5.949593,4.450379,2.604934,3.662321,0.3634295,2e3,2927.12,NA,NA,NA,NA,52.337561,NA,NA,0,0,0,NA,0,0,NA,NA,0,0,43.97541,222.5595257,110.7452394,466.94950909,NA,NA,0,0,10,0.17318744,100,66.381762,NA
Mauritius,Eastern Africa,2006,NA,NA,NA,1.509384,1.886777,7.620134,8.121513,10.90352,NA,NA,NA,2915.24,137.7599945,NA,NA,NA,58.142856,NA,NA,0,0,0,NA,0,0,NA,NA,0,0,49.838783,226.6401677,110.1776366,541.4611409,NA,NA,0,0,10,0.16624055,98.020782,66.862421,NA
Mauritius,Eastern Africa,2007,NA,NA,2.988152,1.239744,4.666471,4.774235,3.900597,3.351608,NA,0.357442,2e3,2965.39,150.1778388,NA,NA,NA,63.86728,NA,NA,0,0,0,NA,0,0,NA,NA,0,0,56.522882,216.8869792,114.4026107,600.25090971,NA,NA,2,2,10,0.14918162,98.027613,68.556833,NA
Mauritius,Eastern Africa,2008,NA,NA,NA,1.541304,3.84608,5.323772,6.350182,4.460653,NA,0.3495439,2e3,NA,NA,NA,NA,NA,66.109323,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,58.662969,221.1899373,133.8922111,652.6571887,NA,NA,0,0,10,0.158941,98,67.817372,NA
Mauritius,Eastern Africa,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.866439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.817837,265.1768663,141.9421858,714.11644121,NA,NA,NA,NA,10,NA,98,68.123268,NA
Mauritius,Eastern Africa,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.29597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.744091,334.7395657,187.2208408,802.6551929,NA,NA,NA,NA,10,0.14846931,NA,69.415175,NA
Mauritius,Eastern Africa,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.08929576,NA,NA,NA
Mauritius,Eastern Africa,NA,NA,NA,NA,NA,101.4200444,183.9865232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Morocco,Northern Africa,1800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA
Morocco,Northern Africa,1801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA
Morocco,Northern Africa,1802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA
Morocco,Northern Africa,1803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA
Morocco,Northern Africa,1804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA
Morocco,Northern Africa,1805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA
Morocco,Northern Africa,1806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA
Morocco,Northern Africa,1807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA
Morocco,Northern Africa,1808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA
Morocco,Northern Africa,1809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA
Morocco,Northern Africa,1810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA
Morocco,Northern Africa,1811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA
Morocco,Northern Africa,1812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA
Morocco,Northern Africa,1813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA
Morocco,Northern Africa,1814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA
Morocco,Northern Africa,1815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA
Morocco,Northern Africa,1816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA
Morocco,Northern Africa,1817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA
Morocco,Northern Africa,1818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA
Morocco,Northern Africa,1819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA
Morocco,Northern Africa,1820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA
Morocco,Northern Africa,1821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA
Morocco,Northern Africa,1822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA
Morocco,Northern Africa,1823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA
Morocco,Northern Africa,1824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA
Morocco,Northern Africa,1825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA
Morocco,Northern Africa,1826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA
Morocco,Northern Africa,1827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA
Morocco,Northern Africa,1828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA
Morocco,Northern Africa,1829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA
Morocco,Northern Africa,1830,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA
Morocco,Northern Africa,1831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA
Morocco,Northern Africa,1832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA
Morocco,Northern Africa,1833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA
Morocco,Northern Africa,1834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA
Morocco,Northern Africa,1835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA
Morocco,Northern Africa,1836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA
Morocco,Northern Africa,1837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA
Morocco,Northern Africa,1838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA
Morocco,Northern Africa,1839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA
Morocco,Northern Africa,1840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA
Morocco,Northern Africa,1841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA
Morocco,Northern Africa,1842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA
