country,region,year,Fixed broadband Internet subscribers (per 100 people),Fixed broadband Internet subscribers,"Proportion of the population using improved sanitation facilities, urban",Fixed line and mobile phone subscribers (per 100 peoples),"Proportion of the population using improved sanitation facilities, rural","Proportion of the population using improved sanitation facilities, total"
Egypt,Northern Africa,1997,NA,NA,94,5.58951978,72,81
Egypt,Northern Africa,1998,NA,NA,94,6.335553496,74,83
Egypt,Northern Africa,1999,NA,NA,95,7.911304274,76,84
Egypt,Northern Africa,2000,NA,NA,95,10.28655836,79,86
Egypt,Northern Africa,2001,0,0,95,14.00391683,81,87
Egypt,Northern Africa,2002,0.072586059304166,50937,96,17.7252647,83,89
Egypt,Northern Africa,2003,0.076714968004963,54850,96,20.68254558,85,90
Egypt,Northern Africa,2004,0.1087473432287,79217,96,23.90943773,87,91
Egypt,Northern Africa,2005,0.190017373236456,140999,97,32.97984663,90,93
Egypt,Northern Africa,2006,0.342108366304654,258526,97,38.84339365,92,94
Egypt,Northern Africa,2007,0.620512406479036,477432,97,..,93,95
Egypt,Northern Africa,2008,0.982777819187338,769744,97,NA,93,95
Egypt,Northern Africa,2009,1.35165619968126,1077489,97,NA,93,95
Egypt,Northern Africa,2010,1.78733496875039,1449904,97,NA,93,95
Egypt,Northern Africa,2011,NA,NA,NA,NA,NA,NA
Equatorial Guinea,Middle Africa,1960,NA,NA,NA,..,NA,NA
Equatorial Guinea,Middle Africa,1961,NA,NA,NA,..,NA,NA
Equatorial Guinea,Middle Africa,1962,NA,NA,NA,..,NA,NA
Equatorial Guinea,Middle Africa,1963,NA,NA,NA,..,NA,NA
Equatorial Guinea,Middle Africa,1964,NA,NA,NA,..,NA,NA
Equatorial Guinea,Middle Africa,1965,NA,NA,NA,..,NA,NA
Equatorial Guinea,Middle Africa,1966,NA,NA,NA,..,NA,NA
Equatorial Guinea,Middle Africa,1967,NA,NA,NA,..,NA,NA
Equatorial Guinea,Middle Africa,1968,NA,NA,NA,..,NA,NA
Equatorial Guinea,Middle Africa,1969,NA,NA,NA,..,NA,NA
Equatorial Guinea,Middle Africa,1970,NA,NA,NA,..,NA,NA
Equatorial Guinea,Middle Africa,1971,NA,NA,NA,..,NA,NA
Equatorial Guinea,Middle Africa,1972,NA,NA,NA,..,NA,NA
Equatorial Guinea,Middle Africa,1973,NA,NA,NA,..,NA,NA
Equatorial Guinea,Middle Africa,1974,NA,NA,NA,..,NA,NA
Equatorial Guinea,Middle Africa,1975,NA,NA,NA,..,NA,NA
Equatorial Guinea,Middle Africa,1976,NA,NA,NA,..,NA,NA
Equatorial Guinea,Middle Africa,1977,NA,NA,NA,..,NA,NA
Equatorial Guinea,Middle Africa,1978,NA,NA,NA,..,NA,NA
Equatorial Guinea,Middle Africa,1979,NA,NA,NA,..,NA,NA
Equatorial Guinea,Middle Africa,1980,NA,NA,NA,..,NA,NA
Equatorial Guinea,Middle Africa,1981,NA,NA,NA,0.221169456,NA,NA
Equatorial Guinea,Middle Africa,1982,NA,NA,NA,0.244947949,NA,NA
Equatorial Guinea,Middle Africa,1983,NA,NA,NA,0.262618835,NA,NA
Equatorial Guinea,Middle Africa,1984,NA,NA,NA,0.278651466,NA,NA
Equatorial Guinea,Middle Africa,1985,NA,NA,NA,0.296146151,NA,NA
Equatorial Guinea,Middle Africa,1986,NA,NA,NA,0.31654986,NA,NA
Equatorial Guinea,Middle Africa,1987,NA,NA,NA,0.37053162,NA,NA
Equatorial Guinea,Middle Africa,1988,NA,NA,NA,0.394997508,NA,NA
Equatorial Guinea,Middle Africa,1989,NA,NA,NA,0.389381273,NA,NA
Equatorial Guinea,Middle Africa,1990,NA,NA,NA,0.382688356,NA,NA
Equatorial Guinea,Middle Africa,1991,NA,NA,NA,0.374716441,NA,NA
Equatorial Guinea,Middle Africa,1992,NA,NA,NA,0.366180679,NA,NA
Equatorial Guinea,Middle Africa,1993,NA,NA,NA,0.35734018,NA,NA
Equatorial Guinea,Middle Africa,1994,NA,NA,92,0.674441742,87,89
Equatorial Guinea,Middle Africa,1995,NA,NA,92,0.658278739,87,89
Equatorial Guinea,Middle Africa,1996,NA,NA,92,0.952957772,87,89
Equatorial Guinea,Middle Africa,1997,NA,NA,92,1.022908153,87,89
Equatorial Guinea,Middle Africa,1998,NA,NA,92,1.431466443,87,89
Equatorial Guinea,Middle Africa,1999,NA,NA,92,1.522037437,87,89
Equatorial Guinea,Middle Africa,2000,NA,NA,92,2.577864274,87,89
Equatorial Guinea,Middle Africa,2001,0,0,92,4.967664812,87,89
Equatorial Guinea,Middle Africa,2002,0,0,92,9.040729817,87,89
Equatorial Guinea,Middle Africa,2003,0,0,92,11.06187506,87,89
Equatorial Guinea,Middle Africa,2004,0,0,92,15.31079432,87,89
Equatorial Guinea,Middle Africa,2005,0.029617977454137,180,92,22.08230565,87,89
Equatorial Guinea,Middle Africa,2006,0.028764240296463,180,92,..,87,89
Equatorial Guinea,Middle Africa,2007,0.02795308850569,180,NA,..,NA,NA
Equatorial Guinea,Middle Africa,2008,0.027176908083167,180,NA,NA,NA,NA
Equatorial Guinea,Middle Africa,2009,0.026427255309309,180,NA,NA,NA,NA
Equatorial Guinea,Middle Africa,2010,0.169428571428571,1186,NA,NA,NA,NA
Equatorial Guinea,Middle Africa,2011,NA,NA,NA,NA,NA,NA
Eritrea,Eastern Africa,1960,NA,NA,NA,..,NA,NA
Eritrea,Eastern Africa,1961,NA,NA,NA,..,NA,NA
Eritrea,Eastern Africa,1962,NA,NA,NA,..,NA,NA
Eritrea,Eastern Africa,1963,NA,NA,NA,..,NA,NA
Eritrea,Eastern Africa,1964,NA,NA,NA,..,NA,NA
Eritrea,Eastern Africa,1965,NA,NA,NA,..,NA,NA
Eritrea,Eastern Africa,1966,NA,NA,NA,..,NA,NA
Eritrea,Eastern Africa,1967,NA,NA,NA,..,NA,NA
Eritrea,Eastern Africa,1968,NA,NA,NA,..,NA,NA
Eritrea,Eastern Africa,1969,NA,NA,NA,..,NA,NA
Eritrea,Eastern Africa,1970,NA,NA,NA,..,NA,NA
Eritrea,Eastern Africa,1971,NA,NA,NA,..,NA,NA
Eritrea,Eastern Africa,1972,NA,NA,NA,..,NA,NA
Eritrea,Eastern Africa,1973,NA,NA,NA,..,NA,NA
Eritrea,Eastern Africa,1974,NA,NA,NA,..,NA,NA
Eritrea,Eastern Africa,1975,NA,NA,NA,..,NA,NA
Eritrea,Eastern Africa,1976,NA,NA,NA,..,NA,NA
Eritrea,Eastern Africa,1977,NA,NA,NA,..,NA,NA
Eritrea,Eastern Africa,1978,NA,NA,NA,..,NA,NA
Eritrea,Eastern Africa,1979,NA,NA,NA,..,NA,NA
Eritrea,Eastern Africa,1980,NA,NA,NA,..,NA,NA
Eritrea,Eastern Africa,1981,NA,NA,NA,..,NA,NA
Eritrea,Eastern Africa,1982,NA,NA,NA,..,NA,NA
Eritrea,Eastern Africa,1983,NA,NA,NA,..,NA,NA
Eritrea,Eastern Africa,1984,NA,NA,NA,..,NA,NA
Eritrea,Eastern Africa,1985,NA,NA,NA,..,NA,NA
Eritrea,Eastern Africa,1986,NA,NA,NA,..,NA,NA
Eritrea,Eastern Africa,1987,NA,NA,NA,..,NA,NA
Eritrea,Eastern Africa,1988,NA,NA,NA,..,NA,NA
Eritrea,Eastern Africa,1989,NA,NA,NA,..,NA,NA
Eritrea,Eastern Africa,1990,NA,NA,58,..,0,9
Eritrea,Eastern Africa,1991,NA,NA,58,..,0,9
Eritrea,Eastern Africa,1992,NA,NA,58,0.40869598,0,9
Eritrea,Eastern Africa,1993,NA,NA,58,0.419353601,0,9
Eritrea,Eastern Africa,1994,NA,NA,57,0.476871332,0,9
Eritrea,Eastern Africa,1995,NA,NA,57,0.545854926,1,10
Eritrea,Eastern Africa,1996,NA,NA,56,0.579311899,1,10
Eritrea,Eastern Africa,1997,NA,NA,56,0.657927231,1,10
Eritrea,Eastern Africa,1998,0,0,55,0.707219587,2,11
Eritrea,Eastern Africa,1999,0,0,55,0.770574769,2,11
Eritrea,Eastern Africa,2000,0,0,54,0.829303617,2,11
Eritrea,Eastern Africa,2001,0,0,53,0.815167983,3,12
Eritrea,Eastern Africa,2002,0,0,53,0.897558063,3,12
Eritrea,Eastern Africa,2003,0,0,52,0.911906586,3,12
Eritrea,Eastern Africa,2004,0,0,52,1.361448169,4,13
Eritrea,Eastern Africa,2005,0,0,52,1.726414832,4,13
Eritrea,Eastern Africa,2006,0,0,52,2.121367443,4,14
Eritrea,Eastern Africa,2007,0,0,52,..,4,14
Eritrea,Eastern Africa,2008,8.8933427468e-4,44,52,NA,4,14
Eritrea,Eastern Africa,2009,0.001373088023965,70,NA,NA,4,NA
Eritrea,Eastern Africa,2010,0.002245907879711,118,NA,NA,4,NA
Eritrea,Eastern Africa,2011,NA,NA,NA,NA,NA,NA
Ethiopia,Eastern Africa,1960,NA,NA,NA,..,NA,NA
Ethiopia,Eastern Africa,1961,NA,NA,NA,..,NA,NA
Ethiopia,Eastern Africa,1962,NA,NA,NA,..,NA,NA
Ethiopia,Eastern Africa,1963,NA,NA,NA,..,NA,NA
Ethiopia,Eastern Africa,1964,NA,NA,NA,..,NA,NA
Ethiopia,Eastern Africa,1965,NA,NA,NA,..,NA,NA
Ethiopia,Eastern Africa,1966,NA,NA,NA,..,NA,NA
Ethiopia,Eastern Africa,1967,NA,NA,NA,..,NA,NA
Ethiopia,Eastern Africa,1968,NA,NA,NA,..,NA,NA
Ethiopia,Eastern Africa,1969,NA,NA,NA,..,NA,NA
Ethiopia,Eastern Africa,1970,NA,NA,NA,..,NA,NA
Ethiopia,Eastern Africa,1971,NA,NA,NA,..,NA,NA
Ethiopia,Eastern Africa,1972,NA,NA,NA,..,NA,NA
Ethiopia,Eastern Africa,1973,NA,NA,NA,..,NA,NA
Ethiopia,Eastern Africa,1974,NA,NA,NA,..,NA,NA
Ethiopia,Eastern Africa,1975,NA,NA,NA,0.137312618,NA,NA
Ethiopia,Eastern Africa,1976,NA,NA,NA,0.153955094,NA,NA
Ethiopia,Eastern Africa,1977,NA,NA,NA,0.164529344,NA,NA
Ethiopia,Eastern Africa,1978,NA,NA,NA,0.166126387,NA,NA
Ethiopia,Eastern Africa,1979,NA,NA,NA,0.166676419,NA,NA
Ethiopia,Eastern Africa,1980,NA,NA,NA,0.169857094,NA,NA
Ethiopia,Eastern Africa,1981,NA,NA,NA,0.177425303,NA,NA
Ethiopia,Eastern Africa,1982,NA,NA,NA,0.187044107,NA,NA
Ethiopia,Eastern Africa,1983,NA,NA,NA,0.204435244,NA,NA
Ethiopia,Eastern Africa,1984,NA,NA,NA,0.213141309,NA,NA
Ethiopia,Eastern Africa,1985,NA,NA,NA,0.220468281,NA,NA
Ethiopia,Eastern Africa,1986,NA,NA,NA,0.23105347,NA,NA
Ethiopia,Eastern Africa,1987,NA,NA,NA,0.230283736,NA,NA
Ethiopia,Eastern Africa,1988,NA,NA,NA,0.222455516,NA,NA
Ethiopia,Eastern Africa,1989,NA,NA,NA,0.234798223,NA,NA
Ethiopia,Eastern Africa,1990,NA,NA,20,0.245013677,1,3
Ethiopia,Eastern Africa,1991,NA,NA,20,0.251333233,1,3
Ethiopia,Eastern Africa,1992,NA,NA,20,0.231868954,1,3
Ethiopia,Eastern Africa,1993,NA,NA,20,0.248565585,1,4
Ethiopia,Eastern Africa,1994,NA,NA,21,0.250921844,1,4
Ethiopia,Eastern Africa,1995,NA,NA,21,0.251704214,1,4
Ethiopia,Eastern Africa,1996,NA,NA,22,0.254956376,1,4
Ethiopia,Eastern Africa,1997,NA,NA,22,0.260354262,2,5
Ethiopia,Eastern Africa,1998,NA,NA,23,0.264955609,3,6
Ethiopia,Eastern Africa,1999,NA,NA,23,0.315344595,5,8
Ethiopia,Eastern Africa,2000,NA,NA,24,0.37949209,6,9
Ethiopia,Eastern Africa,2001,0,0,24,0.459480251,7,10
Ethiopia,Eastern Africa,2002,0,0,25,0.580717231,9,11
Ethiopia,Eastern Africa,2003,8.0526659043e-5,57,25,0.638555769,10,12
Ethiopia,Eastern Africa,2004,4.825814301e-5,35,26,0.874027837,11,13
Ethiopia,Eastern Africa,2005,8.2139548333e-5,61,26,1.358169822,12,14
Ethiopia,Eastern Africa,2006,3.4345086507e-4,261,27,2.063076445,14,16
Ethiopia,Eastern Africa,2007,0.001333017046303,1036,27,..,15,17
Ethiopia,Eastern Africa,2008,0.001883030121219,1496,28,NA,16,18
Ethiopia,Eastern Africa,2009,0.004308531714347,3498,28,NA,18,20
Ethiopia,Eastern Africa,2010,0.004951175406872,4107,29,NA,19,21
Ethiopia,Eastern Africa,2011,NA,NA,NA,NA,NA,NA
Gabon,Middle Africa,1960,NA,NA,NA,..,NA,NA
Gabon,Middle Africa,1961,NA,NA,NA,..,NA,NA
Gabon,Middle Africa,1962,NA,NA,NA,..,NA,NA
Gabon,Middle Africa,1963,NA,NA,NA,..,NA,NA
Gabon,Middle Africa,1964,NA,NA,NA,..,NA,NA
Gabon,Middle Africa,1965,NA,NA,NA,..,NA,NA
Gabon,Middle Africa,1966,NA,NA,NA,..,NA,NA
Gabon,Middle Africa,1967,NA,NA,NA,..,NA,NA
Gabon,Middle Africa,1968,NA,NA,NA,..,NA,NA
Gabon,Middle Africa,1969,NA,NA,NA,..,NA,NA
Gabon,Middle Africa,1970,NA,NA,NA,..,NA,NA
Gabon,Middle Africa,1971,NA,NA,NA,..,NA,NA
Gabon,Middle Africa,1972,NA,NA,NA,..,NA,NA
Gabon,Middle Africa,1973,NA,NA,NA,..,NA,NA
Gabon,Middle Africa,1974,NA,NA,NA,..,NA,NA
Gabon,Middle Africa,1975,NA,NA,NA,..,NA,NA
Gabon,Middle Africa,1976,NA,NA,NA,..,NA,NA
Gabon,Middle Africa,1977,NA,NA,NA,..,NA,NA
Gabon,Middle Africa,1978,NA,NA,NA,..,NA,NA
Gabon,Middle Africa,1979,NA,NA,NA,..,NA,NA
Gabon,Middle Africa,1980,NA,NA,NA,..,NA,NA
Gabon,Middle Africa,1981,NA,NA,NA,1.488997252,NA,NA
Gabon,Middle Africa,1982,NA,NA,NA,1.45589471,NA,NA
Gabon,Middle Africa,1983,NA,NA,NA,1.477955304,NA,NA
Gabon,Middle Africa,1984,NA,NA,NA,1.439379863,NA,NA
Gabon,Middle Africa,1985,NA,NA,NA,1.523935309,NA,NA
Gabon,Middle Africa,1986,NA,NA,NA,1.601318501,NA,NA
Gabon,Middle Africa,1987,NA,NA,NA,1.672069042,NA,NA
Gabon,Middle Africa,1988,NA,NA,NA,1.968474305,NA,NA
Gabon,Middle Africa,1989,NA,NA,NA,2.119682267,NA,NA
Gabon,Middle Africa,1990,NA,NA,NA,2.261040466,NA,NA
Gabon,Middle Africa,1991,NA,NA,NA,2.780222012,NA,NA
Gabon,Middle Africa,1992,NA,NA,NA,2.867298822,NA,NA
Gabon,Middle Africa,1993,NA,NA,NA,3.099553454,NA,NA
Gabon,Middle Africa,1994,NA,NA,38,3.30265795,29,36
Gabon,Middle Africa,1995,NA,NA,38,3.409142563,29,36
Gabon,Middle Africa,1996,NA,NA,38,3.86115722,29,36
Gabon,Middle Africa,1997,NA,NA,38,4.217426642,29,36
Gabon,Middle Africa,1998,NA,NA,38,4.267816228,29,36
Gabon,Middle Africa,1999,NA,NA,38,4.045795201,29,36
Gabon,Middle Africa,2000,NA,NA,37,13.44641446,30,36
Gabon,Middle Africa,2001,0,0,37,15.53407644,30,36
Gabon,Middle Africa,2002,0,0,36,25.36444217,30,35
Gabon,Middle Africa,2003,0.012903382507871,170,36,27.09203438,30,35
Gabon,Middle Africa,2004,0.048356942680656,650,35,41.57200489,30,34
Gabon,Middle Africa,2005,0.11161943754017,1530,34,53.56889671,30,33
Gabon,Middle Africa,2006,0.126181655778161,1763,34,61.12235089,30,33
Gabon,Middle Africa,2007,0.139291125476508,1983,33,..,30,33
Gabon,Middle Africa,2008,0.151691707290166,2200,33,NA,30,33
Gabon,Middle Africa,2009,0.250217595230908,3697,33,NA,30,33
Gabon,Middle Africa,2010,0.271229235880399,4082,33,NA,30,33
Gabon,Middle Africa,2011,NA,NA,NA,NA,NA,NA
Gambia,Western Africa,1960,NA,NA,NA,..,NA,NA
Gambia,Western Africa,1961,NA,NA,NA,..,NA,NA
Gambia,Western Africa,1962,NA,NA,NA,..,NA,NA
Gambia,Western Africa,1963,NA,NA,NA,..,NA,NA
Gambia,Western Africa,1964,NA,NA,NA,..,NA,NA
Gambia,Western Africa,1965,NA,NA,NA,..,NA,NA
Gambia,Western Africa,1966,NA,NA,NA,..,NA,NA
Gambia,Western Africa,1967,NA,NA,NA,..,NA,NA
Gambia,Western Africa,1968,NA,NA,NA,..,NA,NA
Gambia,Western Africa,1969,NA,NA,NA,..,NA,NA
Gambia,Western Africa,1970,NA,NA,NA,..,NA,NA
Gambia,Western Africa,1971,NA,NA,NA,..,NA,NA
Gambia,Western Africa,1972,NA,NA,NA,..,NA,NA
Gambia,Western Africa,1973,NA,NA,NA,..,NA,NA
Gambia,Western Africa,1974,NA,NA,NA,..,NA,NA
Gambia,Western Africa,1975,NA,NA,NA,0.257947684,NA,NA
Gambia,Western Africa,1976,NA,NA,NA,0.271640864,NA,NA
Gambia,Western Africa,1977,NA,NA,NA,0.279346592,NA,NA
Gambia,Western Africa,1978,NA,NA,NA,0.286338321,NA,NA
Gambia,Western Africa,1979,NA,NA,NA,0.304919366,NA,NA
Gambia,Western Africa,1980,NA,NA,NA,0.32047269,NA,NA
Gambia,Western Africa,1981,NA,NA,NA,0.331790747,NA,NA
Gambia,Western Africa,1982,NA,NA,NA,0.321049245,NA,NA
Gambia,Western Africa,1983,NA,NA,NA,0.310472228,NA,NA
Gambia,Western Africa,1984,NA,NA,NA,0.315572183,NA,NA
Gambia,Western Africa,1985,NA,NA,NA,0.314516839,NA,NA
Gambia,Western Africa,1986,NA,NA,NA,0.363641212,NA,NA
Gambia,Western Africa,1987,NA,NA,NA,0.478344973,NA,NA
Gambia,Western Africa,1988,NA,NA,NA,0.580808081,NA,NA
Gambia,Western Africa,1989,NA,NA,NA,0.615405876,NA,NA
Gambia,Western Africa,1990,NA,NA,NA,0.640849146,NA,NA
Gambia,Western Africa,1991,NA,NA,NA,1.003366229,NA,NA
Gambia,Western Africa,1992,NA,NA,65,1.36871328,57,60
Gambia,Western Africa,1993,NA,NA,65,1.553529495,57,60
Gambia,Western Africa,1994,NA,NA,65,1.710888637,57,60
Gambia,Western Africa,1995,NA,NA,65,1.780798875,57,61
Gambia,Western Africa,1996,NA,NA,65,2.030488515,57,61
Gambia,Western Africa,1997,NA,NA,65,2.371516457,58,61
Gambia,Western Africa,1998,NA,NA,66,2.37279976,58,62
Gambia,Western Africa,1999,NA,NA,66,2.580396817,59,62
Gambia,Western Africa,2000,NA,NA,67,2.810437778,60,63
Gambia,Western Africa,2001,0,0,67,6.298960518,60,63
Gambia,Western Africa,2002,0,0,67,9.364950109,61,64
Gambia,Western Africa,2003,0,0,68,12.55107243,62,65
Gambia,Western Africa,2004,0.002464921091714,36,68,13.87895507,62,65
Gambia,Western Africa,2005,0.00472175558863,71,69,18.02552706,63,66
Gambia,Western Africa,2006,NA,NA,69,27.49359453,64,67
Gambia,Western Africa,2007,0.016903812280965,269,69,..,64,67
Gambia,Western Africa,2008,0.018336209062121,300,70,NA,65,68
Gambia,Western Africa,2009,0.01783873073863,300,70,NA,65,68
Gambia,Western Africa,2010,0.020242914979757,350,70,NA,65,68
Gambia,Western Africa,2011,NA,NA,NA,NA,NA,NA
Ghana,Western Africa,1960,NA,NA,NA,..,NA,NA
Ghana,Western Africa,1961,NA,NA,NA,..,NA,NA
Ghana,Western Africa,1962,NA,NA,NA,..,NA,NA
Ghana,Western Africa,1963,NA,NA,NA,..,NA,NA
Ghana,Western Africa,1964,NA,NA,NA,..,NA,NA
Ghana,Western Africa,1965,NA,NA,NA,..,NA,NA
Ghana,Western Africa,1966,NA,NA,NA,..,NA,NA
Ghana,Western Africa,1967,NA,NA,NA,..,NA,NA
Ghana,Western Africa,1968,NA,NA,NA,..,NA,NA
Ghana,Western Africa,1969,NA,NA,NA,..,NA,NA
Ghana,Western Africa,1970,NA,NA,NA,..,NA,NA
Ghana,Western Africa,1971,NA,NA,NA,..,NA,NA
Ghana,Western Africa,1972,NA,NA,NA,..,NA,NA
Ghana,Western Africa,1973,NA,NA,NA,..,NA,NA
Ghana,Western Africa,1974,NA,NA,NA,..,NA,NA
Ghana,Western Africa,1975,NA,NA,NA,0.302860897,NA,NA
Ghana,Western Africa,1976,NA,NA,NA,0.313290255,NA,NA
Ghana,Western Africa,1977,NA,NA,NA,0.315978026,NA,NA
Ghana,Western Africa,1978,NA,NA,NA,0.324935256,NA,NA
Ghana,Western Africa,1979,NA,NA,NA,0.327617412,NA,NA
Ghana,Western Africa,1980,NA,NA,NA,0.330938229,NA,NA
Ghana,Western Africa,1981,NA,NA,NA,0.316153579,NA,NA
Ghana,Western Africa,1982,NA,NA,NA,0.306028198,NA,NA
Ghana,Western Africa,1983,NA,NA,NA,0.295079119,NA,NA
Ghana,Western Africa,1984,NA,NA,NA,0.292295829,NA,NA
Ghana,Western Africa,1985,NA,NA,NA,0.283700698,NA,NA
Ghana,Western Africa,1986,NA,NA,NA,0.276682269,NA,NA
Ghana,Western Africa,1987,NA,NA,NA,0.276618276,NA,NA
Ghana,Western Africa,1988,NA,NA,NA,0.274562897,NA,NA
Ghana,Western Africa,1989,NA,NA,NA,0.284024702,NA,NA
Ghana,Western Africa,1990,NA,NA,12,0.283985401,4,7
Ghana,Western Africa,1991,NA,NA,12,0.290816886,4,7
Ghana,Western Africa,1992,NA,NA,13,0.292073953,4,7
Ghana,Western Africa,1993,NA,NA,13,0.297353096,4,7
Ghana,Western Africa,1994,NA,NA,13,0.306131198,5,8
Ghana,Western Africa,1995,NA,NA,14,0.38724796,5,9
Ghana,Western Africa,1996,NA,NA,14,0.494247743,5,9
Ghana,Western Africa,1997,NA,NA,14,0.678017445,5,9
Ghana,Western Africa,1998,NA,NA,15,0.910636748,5,9
Ghana,Western Africa,1999,NA,NA,15,1.171896904,6,10
Ghana,Western Africa,2000,NA,NA,16,1.700423104,6,10
Ghana,Western Africa,2001,0,0,16,2.369093872,6,10
Ghana,Western Africa,2002,0,0,16,3.137493501,6,11
Ghana,Western Africa,2003,0,0,17,5.036111571,7,12
Ghana,Western Africa,2004,0.00426138159389,900,17,9.105202697,7,12
Ghana,Western Africa,2005,0.008798600135325,1904,17,14.18275829,7,12
Ghana,Western Africa,2006,0.057504196105862,12749,18,24.18067576,7,12
Ghana,Western Africa,2007,0.071313458113613,16197,18,..,7,12
Ghana,Western Africa,2008,0.098778482418634,22980,19,NA,8,13
Ghana,Western Africa,2009,0.121400738620848,28923,19,NA,8,14
Ghana,Western Africa,2010,0.205321416857986,50082,19,NA,8,14
Ghana,Western Africa,2011,NA,NA,NA,NA,NA,NA
Guinea,Western Africa,1960,NA,NA,NA,..,NA,NA
Guinea,Western Africa,1961,NA,NA,NA,..,NA,NA
Guinea,Western Africa,1962,NA,NA,NA,..,NA,NA
Guinea,Western Africa,1963,NA,NA,NA,..,NA,NA
Guinea,Western Africa,1964,NA,NA,NA,..,NA,NA
Guinea,Western Africa,1965,NA,NA,NA,..,NA,NA
Guinea,Western Africa,1966,NA,NA,NA,..,NA,NA
Guinea,Western Africa,1967,NA,NA,NA,..,NA,NA
Guinea,Western Africa,1968,NA,NA,NA,..,NA,NA
Guinea,Western Africa,1969,NA,NA,NA,..,NA,NA
Guinea,Western Africa,1970,NA,NA,NA,..,NA,NA
Guinea,Western Africa,1971,NA,NA,NA,..,NA,NA
Guinea,Western Africa,1972,NA,NA,NA,..,NA,NA
Guinea,Western Africa,1973,NA,NA,NA,..,NA,NA
Guinea,Western Africa,1974,NA,NA,NA,..,NA,NA
Guinea,Western Africa,1975,NA,NA,NA,..,NA,NA
Guinea,Western Africa,1976,NA,NA,NA,0.16141071,NA,NA
Guinea,Western Africa,1977,NA,NA,NA,0.157240796,NA,NA
Guinea,Western Africa,1978,NA,NA,NA,..,NA,NA
Guinea,Western Africa,1979,NA,NA,NA,..,NA,NA
Guinea,Western Africa,1980,NA,NA,NA,..,NA,NA
Guinea,Western Africa,1981,NA,NA,NA,0.221141559,NA,NA
Guinea,Western Africa,1982,NA,NA,NA,0.240710207,NA,NA
Guinea,Western Africa,1983,NA,NA,NA,0.264778979,NA,NA
Guinea,Western Africa,1984,NA,NA,NA,0.289574353,NA,NA
Guinea,Western Africa,1985,NA,NA,NA,0.279743206,NA,NA
Guinea,Western Africa,1986,NA,NA,NA,0.244183855,NA,NA
Guinea,Western Africa,1987,NA,NA,NA,0.221202089,NA,NA
Guinea,Western Africa,1988,NA,NA,NA,0.177364212,NA,NA
Guinea,Western Africa,1989,NA,NA,NA,0.189832481,NA,NA
Guinea,Western Africa,1990,NA,NA,19,0.187296181,6,10
Guinea,Western Africa,1991,NA,NA,20,0.184142249,7,11
Guinea,Western Africa,1992,NA,NA,20,0.164961166,7,11
Guinea,Western Africa,1993,NA,NA,21,0.170502096,7,11
Guinea,Western Africa,1994,NA,NA,22,0.142902007,7,11
Guinea,Western Africa,1995,NA,NA,22,0.161199538,8,12
Guinea,Western Africa,1996,NA,NA,23,0.227680152,8,13
Guinea,Western Africa,1997,NA,NA,24,0.293381181,8,13
Guinea,Western Africa,1998,NA,NA,24,0.46622635,8,13
Guinea,Western Africa,1999,NA,NA,25,0.574728785,9,14
Guinea,Western Africa,2000,NA,NA,26,0.809777062,9,14
Guinea,Western Africa,2001,0,0,27,0.970979253,9,15
Guinea,Western Africa,2002,0,0,27,1.371464641,9,15
Guinea,Western Africa,2003,0,0,28,1.587714219,10,16
Guinea,Western Africa,2004,0,0,29,2.050320132,10,16
Guinea,Western Africa,2005,0,0,29,2.391516459,10,16
Guinea,Western Africa,2006,0,0,30,..,10,17
Guinea,Western Africa,2007,0,0,31,..,10,17
Guinea,Western Africa,2008,0,0,32,NA,11,18
Guinea,Western Africa,2009,NA,NA,32,NA,11,18
Guinea,Western Africa,2010,0.005009016229213,500,32,NA,11,18
Guinea,Western Africa,2011,NA,NA,NA,NA,NA,NA
Guinea-Bissau,Western Africa,1960,NA,NA,NA,..,NA,NA
Guinea-Bissau,Western Africa,1961,NA,NA,NA,..,NA,NA
Guinea-Bissau,Western Africa,1962,NA,NA,NA,..,NA,NA
Guinea-Bissau,Western Africa,1963,NA,NA,NA,..,NA,NA
Guinea-Bissau,Western Africa,1964,NA,NA,NA,..,NA,NA
Guinea-Bissau,Western Africa,1965,NA,NA,NA,..,NA,NA
Guinea-Bissau,Western Africa,1966,NA,NA,NA,..,NA,NA
Guinea-Bissau,Western Africa,1967,NA,NA,NA,..,NA,NA
Guinea-Bissau,Western Africa,1968,NA,NA,NA,..,NA,NA
Guinea-Bissau,Western Africa,1969,NA,NA,NA,..,NA,NA
Guinea-Bissau,Western Africa,1970,NA,NA,NA,..,NA,NA
Guinea-Bissau,Western Africa,1971,NA,NA,NA,..,NA,NA
Guinea-Bissau,Western Africa,1972,NA,NA,NA,..,NA,NA
Guinea-Bissau,Western Africa,1973,NA,NA,NA,..,NA,NA
Guinea-Bissau,Western Africa,1974,NA,NA,NA,..,NA,NA
Guinea-Bissau,Western Africa,1975,NA,NA,NA,..,NA,NA
Guinea-Bissau,Western Africa,1976,NA,NA,NA,..,NA,NA
Guinea-Bissau,Western Africa,1977,NA,NA,NA,..,NA,NA
Guinea-Bissau,Western Africa,1978,NA,NA,NA,..,NA,NA
Guinea-Bissau,Western Africa,1979,NA,NA,NA,..,NA,NA
Guinea-Bissau,Western Africa,1980,NA,NA,NA,..,NA,NA
Guinea-Bissau,Western Africa,1981,NA,NA,NA,0.227884764,NA,NA
